timestamp,cpu_percent,arm_mhz,core_mhz,h264_mhz,isp_mhz,v3d_mhz,uart_mhz,pwm_mhz,emmc_mhz,pixel_mhz,vec_mhz,hdmi_mhz,dpi_mhz,arm_temp,core_volt,sdram_c_volt,sdram_i_volt,sdram_p_volt,3V7_WL_SW_A,3V3_SYS_A,1V8_SYS_A,DDR_VDD2_A,DDR_VDDQ_A,1V1_SYS_A,0V8_SW_A,VDD_CORE_A,3V3_DAC_A,3V3_ADC_A,0V8_AON_A,HDMI_A,3V7_WL_SW_V,3V3_SYS_V,1V8_SYS_V,DDR_VDD2_V,DDR_VDDQ_V,1V1_SYS_V,0V8_SW_V,VDD_CORE_V,3V3_DAC_V,3V3_ADC_V,0V8_AON_V,HDMI_V,EXT5V_V,BATT_V,readmr_4,readmr_5,readmr_6,readmr_8,throttle_hex,UV,ArmFreqCap,CurThrottle,SoftTempLimit,UV_occured,ArmFreqCap_occured,Throttle_occured,SoftTempLimit_occured
2026-04-11 12:08:29,0.0,1500,500,,500,500,43,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07221882,0.12784680,0.00878337,0.00000000,0.21470460,0.33084030,1.16983000,0.00048840,0.00079365,0.00445665,0.02698410,3.69792000,3.29889800,1.79828900,1.10695900,0.61648290,1.10146400,0.79963290,0.72070740,3.30127900,3.30494200,0.79941320,4.94058000,4.95398000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:31,0.0,1500,500,,500,500,44,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.05172429,0.06733918,0.12296720,0.00975930,0.00000000,0.21080090,0.33181620,1.16090000,0.00054945,0.00079365,0.00409035,0.02722830,3.69792000,3.32952100,1.80024200,1.10695900,0.61611660,1.10292900,0.80036550,0.72070740,3.30219400,3.30311000,0.79912020,4.93924000,4.93522000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:33,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00195186,0.07319475,0.12687090,0.00390372,0.00000000,0.20884900,0.33181620,1.16983000,0.00036630,0.00079365,0.00488400,0.02735040,3.69884800,3.32580900,1.80610300,1.10769100,0.61501770,1.10146400,0.80036550,0.72070740,3.30311000,3.30494200,0.79941320,4.94594000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:35,0.0,1500,500,,500,500,44,,200,,,648,,48.8,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06929103,0.12687090,0.00487965,0.00000000,0.21080090,0.33279210,1.16983000,0.00054945,0.00091575,0.00421245,0.02735040,3.69977600,3.35550300,1.80610300,1.10292900,0.61611660,1.10109800,0.80036550,0.72043880,3.30127900,3.30311000,0.79941320,4.93522000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:37,0.0,1500,500,,500,500,44,,200,,,648,,47.7,0.7200,0.6000,0.6000,1.1000,0.00000000,0.08295405,0.12589500,0.00390372,0.00000000,0.21080090,0.32986440,1.16090000,0.00042735,0.00079365,0.00409035,0.02735040,3.69977600,3.31003300,1.80024200,1.10622600,0.61611660,1.10549400,0.79999920,0.72070740,3.30219400,3.30311000,0.79912020,4.94996000,4.94058000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:40,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07221882,0.12589500,0.00487965,0.00000000,0.21080090,0.32986440,1.17876000,0.00054945,0.00067155,0.00439560,0.02710620,3.69884800,3.31096100,1.82124300,1.10292900,0.61428510,1.10366200,0.80146440,0.72043880,3.30219400,3.30311000,0.79912020,4.94728000,4.94192000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:42,0.0,1500,500,,500,500,44,,200,,,648,,51.0,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07514661,0.12491900,0.00683151,0.00000000,0.21177680,0.33084030,1.15197000,0.00097680,0.00067155,0.00384615,0.02710620,3.69884800,3.31838500,1.79389300,1.10695900,0.61575030,1.10146400,0.80073180,0.72017020,3.30219400,3.30402600,0.79941320,4.94728000,4.94728000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:44,0.0,1500,500,,500,500,44,,200,,,648,,48.3,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06733918,0.12296720,0.00390372,0.00000000,0.21080090,0.33181620,1.16983000,0.00048840,0.00079365,0.00445665,0.02783880,3.70070400,3.31838500,1.79828900,1.10219700,0.61391880,1.10329600,0.80036550,0.72070740,3.30219400,3.30494200,0.79970620,4.94996000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:46,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07319475,0.12687090,0.00487965,0.00000000,0.20884900,0.33084030,1.16090000,0.00042735,0.00067155,0.00488400,0.02710620,3.69977600,3.31838500,1.78852100,1.10292900,0.61575030,1.10146400,0.79999920,0.72097620,3.30219400,3.30402600,0.79941320,4.94728000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:48,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07221882,0.12784680,0.00487965,0.00000000,0.20982490,0.33181620,1.15197000,0.00036630,0.00079365,0.00409035,0.02710620,3.69792000,3.31003300,1.80024200,1.10439400,0.61611660,1.10476100,0.79963290,0.72070740,3.30311000,3.30402600,0.79941320,4.94996000,4.93924000,0.00940170, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:50,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.05270022,0.07124290,0.12589500,0.00683151,0.00000000,0.20787310,0.33084030,1.16983000,0.00042735,0.00054945,0.00409035,0.02722830,3.69977600,3.30260900,1.79926600,1.10439400,0.61428510,1.10366200,0.80036550,0.72097620,3.30219400,3.30585700,0.79882700,4.93656000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:52,0.0,1500,500,,500,500,44,,200,,,648,,48.8,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06733918,0.12589500,0.01073523,0.00000000,0.21080090,0.33181620,1.16090000,0.00054945,0.00054945,0.00409035,0.02710620,3.69977600,3.29982600,1.79926600,1.10146400,0.61575030,1.10146400,0.79926660,0.72070740,3.30219400,3.30311000,0.79912020,4.93924000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:54,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00097593,0.06733918,0.12687090,0.00487965,0.00000000,0.21080090,0.33084030,1.16090000,0.00036630,0.00079365,0.00439560,0.02710620,3.69884800,3.32766400,1.80659200,1.10146400,0.61648290,1.10073200,0.80036550,0.72070740,3.30127900,3.30402600,0.79824100,4.94594000,4.95264000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:57,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06733918,0.12491900,0.00487965,0.00000000,0.21080090,0.32888840,1.16983000,0.00048840,0.00079365,0.00445665,0.02673990,3.69884800,3.35550300,1.79828900,1.10988900,0.61611660,1.10256300,0.79926660,0.72043880,3.30036300,3.30494200,0.79941320,4.94058000,4.93522000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:08:59,0.0,1500,500,,500,500,44,,200,,,648,,48.8,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07514661,0.12394310,0.00780744,0.00000000,0.20884900,0.33181620,1.15197000,0.00048840,0.00079365,0.00445665,0.02698410,3.69977600,3.29889800,1.79828900,1.10439400,0.61575030,1.10146400,0.79963290,0.72070740,3.30219400,3.30494200,0.79970620,4.91914000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:01,0.0,1500,500,,500,500,43,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07514661,0.12491900,0.00390372,0.00000000,0.21372870,0.33181620,1.16090000,0.00054945,0.00091575,0.00384615,0.02722830,3.69977600,3.30260900,1.80024200,1.10769100,0.61611660,1.10109800,0.79963290,0.72043880,3.29944700,3.30494200,0.79912020,4.94728000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:03,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.05074836,0.06929103,0.12491900,0.00390372,0.00000000,0.20884900,0.33084030,1.16983000,0.00054945,0.00067155,0.00488400,0.02673990,3.69977600,3.30168200,1.80024200,1.10695900,0.61538400,1.10329600,0.80073180,0.72070740,3.30219400,3.30311000,0.79941320,4.93924000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:05,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07514661,0.12687090,0.00683151,0.00000000,0.20884900,0.33084030,1.16983000,0.00036630,0.00079365,0.00488400,0.02747250,3.69977600,3.31374500,1.80024200,1.10695900,0.61684920,1.10366200,0.80036550,0.72070740,3.30219400,3.30311000,0.79912020,4.93924000,4.94460000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:07,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07221882,0.12589500,0.00195186,0.00000000,0.20982490,0.33279210,1.15197000,0.00054945,0.00079365,0.00384615,0.02747250,3.69884800,3.31374500,1.79828900,1.10695900,0.61611660,1.10292900,0.79963290,0.72070740,3.30219400,3.30402600,0.79941320,4.94996000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:09,0.0,1500,500,,500,500,43,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07319475,0.12687090,0.00585558,0.00000000,0.23324730,0.33084030,1.16983000,0.00054945,0.00067155,0.00421245,0.02722830,3.69884800,3.31838500,1.79096300,1.10732500,0.61648290,1.10256300,0.79926660,0.72017020,3.30402600,3.30402600,0.79882700,4.94326000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:12,0.0,1500,500,,500,500,44,,200,,,648,,48.8,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06929103,0.12687090,0.00585558,0.00000000,0.20884900,0.33181620,1.16983000,0.00042735,0.00079365,0.00439560,0.02710620,3.69792000,3.32766400,1.80610300,1.10732500,0.61465140,1.10146400,0.79999920,0.72043880,3.30219400,3.30494200,0.79853400,4.93924000,4.94058000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:14,0.0,1500,500,,500,500,44,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.04977243,0.07319475,0.12687090,0.00585558,0.00000000,0.21177680,0.33084030,1.16983000,0.00048840,0.00079365,0.00445665,0.02722830,3.69977600,3.31838500,1.79828900,1.10769100,0.61465140,1.10402800,0.79926660,0.72070740,3.30219400,3.30494200,0.79941320,4.94996000,4.95264000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:16,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00000000,0.10930420,0.15614880,0.00390372,0.00000000,0.21080090,0.32888840,1.16090000,0.00042735,0.00079365,0.00439560,0.02759460,3.69884800,3.31281700,1.80610300,1.10439400,0.61575030,1.10146400,0.79999920,0.72070740,3.30402600,3.30402600,0.79941320,4.92048000,4.93790000,0.00940170, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:18,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07417068,0.12882280,0.00487965,0.00000000,0.20982490,0.32986440,1.16090000,0.00054945,0.00042735,0.00427350,0.02710620,3.70070400,3.30632200,1.79828900,1.10146400,0.61611660,1.10366200,0.79926660,0.72017020,3.29944700,3.30402600,0.79941320,4.95264000,4.95130000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:20,0.0,1500,500,,500,500,44,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06733918,0.12784680,0.00585558,0.00000000,0.20982490,0.32986440,1.15197000,0.00054945,0.00067155,0.00433455,0.02747250,3.70070400,3.31188900,1.79926600,1.10805800,0.60292980,1.10073200,0.79963290,0.72070740,3.30219400,3.30494200,0.79912020,4.94728000,4.94058000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:22,0.0,1500,500,,500,500,43,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07709848,0.12589500,0.00683151,0.00000000,0.21080090,0.33376810,1.16983000,0.00036630,0.00103785,0.00421245,0.02783880,3.69977600,3.30353800,1.81684800,1.10292900,0.61648290,1.10329600,0.80073180,0.72017020,3.30402600,3.30402600,0.79941320,4.92450000,4.93522000,0.00940170, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:24,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07319475,0.12589500,0.00878337,0.00000000,0.22251200,0.33084030,1.16090000,0.00036630,0.00067155,0.00445665,0.02722830,3.69977600,3.31838500,1.78852100,1.10879000,0.61575030,1.10512700,0.79999920,0.72043880,3.30219400,3.30311000,0.79912020,4.94728000,4.95130000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:27,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.04782057,0.06929103,0.12784680,0.00585558,0.00000000,0.20592120,0.33181620,1.16983000,0.00054945,0.00091575,0.00427350,0.02747250,3.69977600,3.31560100,1.80024200,1.10219700,0.61391880,1.10476100,0.79926660,0.72043880,3.30311000,3.30494200,0.79970620,4.93924000,4.94728000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:29,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06929103,0.12491900,0.00975930,0.00000000,0.20982490,0.33376810,1.16983000,0.00054945,0.00091575,0.00488400,0.02759460,3.69977600,3.31838500,1.79828900,1.10146400,0.61538400,1.10366200,0.79963290,0.72070740,3.30219400,3.30311000,0.79912020,4.93924000,4.94058000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:31,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07319475,0.12687090,0.00683151,0.00000000,0.20982490,0.33084030,1.16090000,0.00048840,0.00067155,0.00409035,0.02698410,3.69884800,3.29889800,1.78852100,1.10805800,0.61575030,1.10402800,0.79999920,0.72097620,3.30036300,3.30311000,0.79912020,4.94728000,4.94728000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:33,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00000000,0.08002626,0.12589500,0.00292779,0.00000000,0.20884900,0.33181620,1.17876000,0.00048840,0.00079365,0.00409035,0.02735040,3.69977600,3.30632200,1.80024200,1.10512700,0.61611660,1.10146400,0.79963290,0.72043880,3.30219400,3.30494200,0.79912020,4.94058000,4.95264000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:35,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07221882,0.12687090,0.00683151,0.00000000,0.21958430,0.33084030,1.16090000,0.00048840,0.00067155,0.00421245,0.02735040,3.69977600,3.31003300,1.78900900,1.10146400,0.61501770,1.10366200,0.79926660,0.72070740,3.30036300,3.30311000,0.79882700,4.94862000,4.94192000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:37,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00000000,0.08100219,0.12979870,0.00683151,0.00000000,0.20982490,0.33084030,1.15197000,0.00054945,0.00085470,0.00409035,0.02735040,3.69792000,3.31003300,1.79926600,1.10439400,0.61648290,1.10256300,0.79963290,0.72070740,3.30219400,3.30494200,0.79912020,4.94996000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:39,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07417068,0.12589500,0.00292779,0.00000000,0.20982490,0.33376810,1.16090000,0.00036630,0.00067155,0.00427350,0.02722830,3.69977600,3.30353800,1.78900900,1.10439400,0.61648290,1.10146400,0.79963290,0.72097620,3.30036300,3.30402600,0.79912020,4.94862000,4.94728000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:42,0.0,1500,500,,500,500,44,,200,,,648,,48.8,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07221882,0.12394310,0.00487965,0.00000000,0.20884900,0.32986440,1.17876000,0.00054945,0.00085470,0.00384615,0.02735040,3.69977600,3.30168200,1.80024200,1.10292900,0.61648290,1.10402800,0.80036550,0.72017020,3.29944700,3.30402600,0.79941320,4.94058000,4.94594000,0.00940170, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:44,0.0,1500,500,,500,500,44,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07709848,0.12394310,0.00585558,0.00000000,0.20982490,0.33181620,1.16090000,0.00054945,0.00091575,0.00494505,0.02710620,3.69977600,3.31003300,1.80024200,1.10292900,0.61501770,1.10146400,0.79999920,0.72070740,3.30127900,3.30494200,0.79970620,4.95264000,4.94058000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:46,0.0,1500,500,,500,500,44,,200,,,648,,48.8,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07124290,0.12589500,0.00780744,0.00000000,0.21177680,0.33084030,1.17876000,0.00054945,0.00067155,0.00409035,0.02735040,3.69977600,3.31467300,1.79926600,1.10439400,0.61648290,1.10109800,0.80146440,0.72043880,3.30219400,3.30311000,0.79941320,4.94058000,4.95264000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:48,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00195186,0.07221882,0.12589500,0.00683151,0.00000000,0.20884900,0.32986440,1.16983000,0.00054945,0.00091575,0.00409035,0.02722830,3.69977600,3.31188900,1.79926600,1.10292900,0.61611660,1.10292900,0.79963290,0.72043880,3.30219400,3.30311000,0.79912020,4.94460000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:50,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00292779,0.07319475,0.12784680,0.00585558,0.00000000,0.21470460,0.33084030,1.17876000,0.00054945,0.00091575,0.00409035,0.02722830,3.69977600,3.31003300,1.79926600,1.10292900,0.61684920,1.10292900,0.79926660,0.72017020,3.30219400,3.30402600,0.79912020,4.94460000,4.95130000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:52,0.0,1500,500,,500,500,44,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.04977243,0.07417068,0.12589500,0.00292779,0.00000000,0.22056020,0.33376810,1.16983000,0.00048840,0.00091575,0.00409035,0.02722830,3.69792000,3.30632200,1.80024200,1.10292900,0.61575030,1.10146400,0.80073180,0.72043880,3.30219400,3.30402600,0.79853400,4.93924000,4.93388000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:54,0.0,1500,500,,500,500,44,,200,,,648,,48.8,0.7200,0.6000,0.6000,1.1000,0.00292779,0.07221882,0.12491900,0.00487965,0.00000000,0.20982490,0.32888840,1.16983000,0.00054945,0.00067155,0.00427350,0.02735040,3.69977600,3.30724900,1.78900900,1.10439400,0.61575030,1.10109800,0.79926660,0.72070740,3.30219400,3.30311000,0.79912020,4.93924000,4.94058000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:56,0.0,1500,500,,500,500,44,,200,,,648,,51.0,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07319475,0.12784680,0.00585558,0.00000000,0.23031950,0.33181620,1.16983000,0.00054945,0.00091575,0.00445665,0.02710620,3.69792000,3.31374500,1.79828900,1.10439400,0.61538400,1.10073200,0.79926660,0.72070740,3.29944700,3.30402600,0.79941320,4.94058000,4.94058000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:09:59,0.0,1500,500,,500,500,44,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07319475,0.12589500,0.00487965,0.00000000,0.21372870,0.32791250,1.16983000,0.00054945,0.00067155,0.00421245,0.02710620,3.69792000,3.31374500,1.79828900,1.10439400,0.61575030,1.10402800,0.79926660,0.72043880,3.30311000,3.30402600,0.79941320,4.94594000,4.94192000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:10:01,0.0,1500,500,,500,500,44,,200,,,648,,51.0,0.7200,0.6000,0.6000,1.1000,0.00097593,0.07124290,0.12784680,0.00292779,0.00000000,0.20884900,0.33279210,1.18769000,0.00054945,0.00067155,0.00384615,0.02747250,3.69792000,3.31374500,1.80024200,1.10695900,0.61391880,1.10329600,0.79926660,0.72043880,3.30311000,3.30494200,0.79941320,4.94058000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:10:03,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00000000,0.11028010,0.15907660,0.00585558,0.00000000,0.20982490,0.33084030,1.16090000,0.00054945,0.00091575,0.00445665,0.02722830,3.69884800,3.35735900,1.79096300,1.10366200,0.61648290,1.10073200,0.79816780,0.72043880,3.30219400,3.30402600,0.79941320,4.92450000,4.92986000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:10:05,0.0,1500,500,,500,500,44,,200,,,648,,51.0,0.7200,0.6000,0.6000,1.1000,0.00195186,0.07124290,0.12589500,0.00487965,0.00000000,0.21177680,0.33084030,1.16983000,0.00054945,0.00067155,0.00409035,0.02710620,3.69977600,3.30260900,1.80024200,1.10476100,0.61575030,1.10402800,0.80073180,0.72070740,3.30219400,3.30311000,0.79912020,4.93924000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:10:07,0.0,1500,500,,500,500,43,,200,,,648,,50.5,0.7200,0.6000,0.6000,1.1000,0.00097593,0.06831510,0.12882280,0.00683151,0.00000000,0.20689720,0.33084030,1.16983000,0.00048840,0.00079365,0.00445665,0.02710620,3.69977600,3.31374500,1.79828900,1.10439400,0.61648290,1.10146400,0.80073180,0.72017020,3.30219400,3.30494200,0.79941320,4.94058000,4.94594000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:10:09,0.0,1500,500,,500,500,44,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07514661,0.12784680,0.00585558,0.00000000,0.20884900,0.32986440,1.16090000,0.00054945,0.00067155,0.00421245,0.02722830,3.69977600,3.31281700,1.78852100,1.10695900,0.61684920,1.10292900,0.79963290,0.72017020,3.30219400,3.30311000,0.79912020,4.94460000,4.94058000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:10:11,0.0,1500,500,,500,500,44,,200,,,648,,48.8,0.7200,0.6000,0.6000,1.1000,0.00000000,0.06733918,0.12491900,0.00683151,0.00000000,0.20982490,0.32888840,1.17876000,0.00054945,0.00091575,0.00488400,0.02710620,3.70070400,3.31838500,1.80024200,1.10146400,0.61721550,1.10292900,0.80073180,0.72017020,3.30127900,3.30402600,0.79853400,4.94594000,4.94192000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:10:14,0.0,1500,500,,500,500,44,,200,,,648,,49.4,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07319475,0.12687090,0.00780744,0.00000000,0.21080090,0.33181620,1.16983000,0.00048840,0.00079365,0.00439560,0.02710620,3.69977600,3.29797000,1.79828900,1.10292900,0.61538400,1.10073200,0.80036550,0.72043880,3.30219400,3.30311000,0.79941320,4.93924000,4.94460000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:10:16,0.0,1500,500,,500,500,44,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.05270022,0.07514661,0.12589500,0.00585558,0.00000000,0.21372870,0.33181620,1.16983000,0.00054945,0.00067155,0.00451770,0.02747250,3.69977600,3.31003300,1.79926600,1.10732500,0.61575030,1.10402800,0.79926660,0.72097620,3.30127900,3.30219400,0.79912020,4.94728000,4.94996000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:10:18,0.0,1500,500,,500,500,44,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07124290,0.12589500,0.00585558,0.00000000,0.21372870,0.33279210,1.16983000,0.00054945,0.00091575,0.00384615,0.02710620,3.70070400,3.31838500,1.80024200,1.10109800,0.61648290,1.10146400,0.79999920,0.72070740,3.30219400,3.30402600,0.79941320,4.94862000,4.94326000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
2026-04-11 12:10:20,0.0,1500,500,,500,500,44,,200,,,648,,49.9,0.7200,0.6000,0.6000,1.1000,0.00000000,0.07514661,0.12491900,0.00585558,0.00000000,0.21177680,0.33084030,1.16983000,0.00054945,0.00042735,0.00488400,0.02673990,3.70070400,3.29889800,1.79828900,1.10439400,0.61648290,1.10512700,0.79999920,0.72043880,3.30127900,3.30402600,0.79941320,4.94594000,4.93522000,0.00854700, 2, 255, 7, 24,0x50000,No,No,No,No,No,Yes,No,Yes
